Site,City,meanCan,Canopy,gmcCanopy,meanImp,Impervious,gmcImpervious,meanGrass,Grass,gmcGrass
M04-MAP1,inin,10.551616,34.38709677,23.83548077,32.890268,14.26994907,-18.62031893,22.94625,24.78777589,1.841525891
M05-ISB2,inin,10.551616,30.50254669,19.95093069,32.890268,17.74872666,-15.14154134,22.94625,40.06791171,17.12166171
M05-SGC1,inin,10.551616,18.5959596,8.0443436,32.890268,26.93771044,-5.95255756,22.94625,47.47474747,24.52849747
M06-MCP1,inin,10.551616,28.39932318,17.84770718,32.890268,18.80203046,-14.08823754,22.94625,42.97800338,20.03175338
M06-PGC1,inin,10.551616,11.67905405,1.12743805,32.890268,36.84459459,3.95432659,22.94625,27.19594595,4.249695946
M07-CAC1,inin,10.551616,12.28040541,1.72878941,32.890268,38.35472973,5.46446173,22.94625,29.89864865,6.952398649
M07-CCT1,inin,10.551616,17.95945946,7.40784346,32.890268,10.5,-22.390268,22.94625,38.34459459,15.39834459
M07-WFD1,inin,10.551616,16.1952862,5.6436702,32.890268,43.37373737,10.48346937,22.94625,18.01346801,-4.932781987
M08-FTP1,inin,10.551616,7.782462057,-2.769153943,32.890268,13.25463744,-19.63563056,22.94625,10.62394604,-12.32230396
M08-MMT2,inin,10.551616,2.247474747,-8.304141253,32.890268,47.1986532,14.3083852,22.94625,18.51851852,-4.427731481
M08-WGP1,inin,10.551616,1.144537815,-9.407078185,32.890268,37.86386555,4.97359755,22.94625,22.35294118,-0.593308824
W01-GFP3,inin,10.551616,8.110738255,-2.440877745,32.890268,42.75167785,9.86140985,22.94625,25,2.05375
W01-HCC1,inin,10.551616,3.497478992,-7.054137008,32.890268,47.47731092,14.58704292,22.94625,21.8487395,-1.097510504
W01-WRG1,inin,10.551616,5.583193277,-4.968422723,32.890268,43.12773109,10.23746309,22.94625,16.80672269,-6.139527311
W02-CRS2,inin,10.551616,2.565365025,-7.986250975,32.890268,61.71646859,28.82620059,22.94625,4.923599321,-18.02265068
W02-EMP1,inin,10.551616,8.74789916,-1.80371684,32.890268,39.2907563,6.4004883,22.94625,26.72268908,3.776439076
W02-IZO3,inin,10.551616,3.408783784,-7.142832216,32.890268,55.48648649,22.59621849,22.94625,3.885135135,-19.06111486
W03-CHC1,inin,10.551616,19.9376054,9.3859894,32.890268,20.02698145,-12.86328655,22.94625,44.68802698,21.74177698
W03-MEL1,inin,10.551616,27.23489933,16.68328333,32.890268,20.82214765,-12.06812035,22.94625,31.20805369,8.261803691
W03-RGC1,inin,10.551616,9.449324324,-1.102291676,32.890268,15.23648649,-17.65378151,22.94625,66.89189189,43.94564189
W04-JSP1,inin,10.551616,26.11864407,15.56702807,32.890268,19.34745763,-13.54281037,22.94625,31.18644068,8.240190678
W04-ROW1,inin,10.551616,5.973109244,-4.578506756,32.890268,47.25210084,14.36183284,22.94625,12.60504202,-10.34120798
W04-WPC1,inin,10.551616,12.82747069,2.27585469,32.890268,17.51256281,-15.37770519,22.94625,72.86432161,49.91807161
W05-CPE1,inin,10.551616,11.06440678,0.51279078,32.890268,43.25762712,10.36735912,22.94625,21.3559322,-1.590317797
W05-IHS1,inin,10.551616,24.61848739,14.06687139,32.890268,28.88235294,-4.00791506,22.94625,26.8907563,3.944506303
W06-CNP1,inin,10.551616,25.7147651,15.1631491,32.890268,24.93120805,-7.95905995,22.94625,16.94630872,-5.999941275
W06-UHS1,inin,10.551616,1.805792164,-8.745823836,32.890268,17.11584327,-15.77442473,22.94625,13.9693356,-8.976914395
W07-INA1,inin,10.551616,7.954545455,-2.597070545,32.890268,25.93771044,-6.95255756,22.94625,24.91582492,1.969574916
W07-UES2,inin,10.551616,18.91077441,8.35915841,32.890268,18.48653199,-14.40373601,22.94625,33.67003367,10.72378367
W07-WAF1,inin,10.551616,15.91878173,5.36716573,32.890268,1.517766497,-31.3725015,22.94625,58.54483926,35.59858926
W08-NST3,inin,10.551616,0.072268908,-10.47934709,32.890268,4.27394958,-28.61631842,22.94625,4.87394958,-18.07230042
W08-ROS1,inin,10.551616,24.14839798,13.59678198,32.890268,6.182124789,-26.70814321,22.94625,34.7386172,11.7923672
A01-RES1,ioio,9.044129,14.75382003,5.70969103,31.306617,9.653650255,-21.65296675,20.894571,7.470288625,-13.42428238
A01-WMA1,ioio,9.044129,9.592592593,0.548463593,31.306617,0.326599327,-30.98001767,20.894571,7.912457912,-12.98211309
A01-WMA2,ioio,9.044129,28.50673401,19.46260501,31.306617,3.597643098,-27.7089739,20.894571,2.188552189,-18.70601881
A01-WMA3,ioio,9.044129,25.94416244,16.90003344,31.306617,4.211505922,-27.09511108,20.894571,6.260575296,-14.6339957
A02-FUH1,ioio,9.044129,0.124789207,-8.919339793,31.306617,1.426644182,-29.87997282,20.894571,6.745362563,-14.14920844
A02-MET1,ioio,9.044129,10.68421053,1.64008153,31.306617,17.42444822,-13.88216878,20.894571,36.84210526,15.94753426
A02-RES2,ioio,9.044129,9.520408163,0.476279163,31.306617,8.238095238,-23.06852176,20.894571,9.013605442,-11.88096556
A02-WMA4,ioio,9.044129,9.622673435,0.578544435,31.306617,2.915397631,-28.39121937,20.894571,8.629441624,-12.26512938
A03-CNA1,ioio,9.044129,1.898989899,-7.145139101,31.306617,41.92760943,10.62099243,20.894571,19.36026936,-1.53430164
A03-JOY1,ioio,9.044129,5.300168634,-3.743960366,31.306617,38.79595278,7.48933578,20.894571,19.05564924,-1.838921759
A03-YSC1,ioio,9.044129,5.774576271,-3.269552729,31.306617,19.47627119,-11.83034581,20.894571,30.50847458,9.613903576
A04-AUB1,ioio,9.044129,35.03559322,25.99146422,31.306617,12.58305085,-18.72356615,20.894571,20.16949153,-0.725079475
A04-DOV1,ioio,9.044129,25.26342282,16.21929382,31.306617,16.1090604,-15.1975566,20.894571,27.85234899,6.957777993
A04-PEN1,ioio,9.044129,9.85472973,0.81060073,31.306617,17.96621622,-13.34040078,20.894571,36.65540541,15.76083441
A04-WAT1,ioio,9.044129,9.87244898,0.82831998,31.306617,12.00340136,-19.30321564,20.894571,17.17687075,-3.717700252
A05-BEN1,ioio,9.044129,4.712837838,-4.331291162,31.306617,52.63851351,21.33189651,20.894571,12.66891892,-8.225652081
A05-CRE1,ioio,9.044129,6.216806723,-2.827322277,31.306617,35.16134454,3.85472754,20.894571,12.77310924,-8.121461756
A05-SAN1,ioio,9.044129,13.09612142,4.05199242,31.306617,44.58010118,13.27348418,20.894571,24.62057336,3.726002356
A05-SHI1,ioio,9.044129,47.37268128,38.32855228,31.306617,11.35919056,-19.94742644,20.894571,25.8010118,4.906440804
A06-SHP1,ioio,9.044129,0.744897959,-8.299231041,31.306617,18.00170068,-13.30491632,20.894571,40.13605442,19.24148342
A06-SYC1,ioio,9.044129,2.018549747,-7.025579253,31.306617,12.26475548,-19.04186152,20.894571,12.64755481,-8.247016194
A06-SYC2,ioio,9.044129,0.661616162,-8.382512838,31.306617,4.306397306,-27.00021969,20.894571,21.71717172,0.822600717
A06-TTB1,ioio,9.044129,10.9524618,1.9083328,31.306617,2.594227504,-28.7123895,20.894571,4.41426146,-16.48030954
A07-CCG1,ioio,9.044129,17.046823,8.002694,31.306617,15.944816,-15.361801,20.894571,18.06020067,-2.834370331
A07-CBT1,ioio,9.044129,1.866779,-7.17735,31.306617,54.873524,23.566907,20.894571,15.0084317,-5.886139297
A07-CCG2,ioio,9.044129,28.254237,19.210108,31.306617,22.184746,-9.121871,20.894571,3.050847458,-17.84372354
A07-UIO1,ioio,9.044129,20.56155143,11.51742243,31.306617,7.387858347,-23.91875865,20.894571,32.8836425,11.9890715
A08-PET1,ioio,9.044129,39.39695946,30.35283046,31.306617,2.094594595,-29.21202241,20.894571,29.39189189,8.497320892
A08-RES3,ioio,9.044129,55.25254237,46.20841337,31.306617,3.969491525,-27.33712548,20.894571,10.16949153,-10.72507947
A08-RES4,ioio,9.044129,38.78741497,29.74328597,31.306617,9.826530612,-21.48008639,20.894571,9.863945578,-11.03062542
A08-TCP1,ioio,9.044129,53.21717172,44.17304272,31.306617,0.001683502,-31.3049335,20.894571,15.65656566,-5.238005343
A09-HRP1,ioio,9.044129,2.226130653,-6.817998347,31.306617,26.26633166,-5.04028534,20.894571,21.44053601,0.545965013
A09-KEN1,ioio,9.044129,0.876897133,-8.167231867,31.306617,0.55143339,-30.75518361,20.894571,18.88701518,-2.007555823
A09-TOK1,ioio,9.044129,1.397959184,-7.646169816,31.306617,1.729591837,-29.57702516,20.894571,44.21768707,23.32311607
A09-WCP1,ioio,9.044129,4.101522843,-4.942606157,31.306617,42.27749577,10.97087877,20.894571,22.67343486,1.778863856
A10-ACT1,ioio,9.044129,21.98316498,12.93903598,31.306617,14.13468013,-17.17193687,20.894571,22.72727273,1.832701727
A10-GIL1,ioio,9.044129,15.2529511,6.2088221,31.306617,4.234401349,-27.07221565,20.894571,14.33389545,-6.560675553
A10-HHP1,ioio,9.044129,41.30456853,32.26043953,31.306617,5.783417936,-25.52319906,20.894571,13.53637902,-7.358191981
A10-HPR1,ioio,9.044129,18.64237288,9.59824388,31.306617,4.408474576,-26.89814242,20.894571,60,39.105429
MAWI-M01-AMF1,mawi,14.508884,9.960526,-4.548358,30.301652,36.763158,6.461506,19.938994,30.26315789,10.32416389
MAWI-M01-BRT1,mawi,14.508884,0,-14.508884,30.301652,0,-30.301652,19.938994,0,-19.938994
MAWI-M01-BRT2,mawi,14.508884,1.076923,-13.431961,30.301652,64.102564,33.800912,19.938994,15.38461538,-4.554378615
MAWI-M01-BRT3,mawi,14.508884,21.846154,7.33727,30.301652,1.923077,-28.378575,19.938994,48.71794872,28.77895472
MAWI-M01-CCT2,mawi,14.508884,5.641026,-8.867858,30.301652,66.848154,36.546502,19.938994,0,-19.938994
MAWI-M01-CCT3,mawi,14.508884,13.205128,-1.303756,30.301652,53.564103,23.262451,19.938994,0,-19.938994
MAWI-M01-CCT4,mawi,14.508884,9.342857,-5.166027,30.301652,52.571429,22.269777,19.938994,0,-19.938994
MAWI-M01-POR1,mawi,14.508884,8.894737,-5.614147,30.301652,19.526316,-10.775336,19.938994,5.263157895,-14.67583611
MAWI-M01-POR2,mawi,14.508884,21.526316,7.017432,30.301652,31,0.698348,19.938994,28.94736842,9.008374421
MAWI-M01-RDP1,mawi,14.508884,9.028574,-5.48031,30.301652,15.542857,-14.758795,19.938994,62.85714286,42.91814886
MAWI-M01-STC1,mawi,14.508884,5.815789,-8.693095,30.301652,72.056316,41.754664,19.938994,2.631578947,-17.30741505
MAWI-M01-STC3,mawi,14.508884,9.179487,-5.329397,30.301652,34.025641,3.723989,19.938994,10.25641026,-9.682583744
MAWI-M01-SWC1,mawi,14.508884,7.947368,-6.561516,30.301652,49.684211,19.382559,19.938994,2.631578947,-17.30741505
MAWI-M01-SWC2,mawi,14.508884,7.351351,-7.157533,30.301652,87.108108,56.806456,19.938994,0,-19.938994
MAWI-M01-SWC3,mawi,14.508884,48.297297,33.788413,30.301652,15.918919,-14.382733,19.938994,62.16216216,42.22316816
MAWI-M01-SWC4,mawi,14.508884,31.171429,16.662545,30.301652,30.628571,0.326919,19.938994,28.57142857,8.632434571
MAWI-M01-SWC5,mawi,14.508884,46.189189,31.680305,30.301652,15.189189,-15.112463,19.938994,10.81081081,-9.128183189
MAWI-M01-SWC6,mawi,14.508884,28.135135,13.626251,30.301652,36.162162,5.86051,19.938994,8.108108108,-11.83088589
MAWI-M01-SWC7,mawi,14.508884,10.025,-4.483884,30.301652,53.85,23.548348,19.938994,2.5,-17.438994
MAWI-M01-SWC8,mawi,14.508884,1.72973,-12.779154,30.301652,76.432432,46.13078,19.938994,0,-19.938994
MAWI-M01-SWC9,mawi,14.508884,5.358974,-9.14991,30.301652,67.974359,37.672707,19.938994,0,-19.938994
MAWI-M01-UWH1,mawi,14.508884,28.368421,13.859537,30.301652,35.342105,5.040453,19.938994,10.52631579,-9.412678211
CalT01,mela,3.646761,3.30976431,-0.33699669,53.033332,79.03872054,26.00538854,7.710612,0,-7.710612
CalT02,mela,3.646761,0.675630252,-2.971130748,53.033332,82.48067227,29.44734027,7.710612,0,-7.710612
ED02,mela,3.646761,0.634064081,-3.012696919,53.033332,65.9544688,12.9211368,7.710612,1.349072513,-6.361539487
ED03,mela,3.646761,1.057529611,-2.589231389,53.033332,61.64467005,8.61133805,7.710612,0.507614213,-7.202997787
ED04,mela,3.646761,2.079661017,-1.567099983,53.033332,54.53220339,1.49887139,7.710612,1.86440678,-5.84620522
ED05,mela,3.646761,2.84148398,-0.80527702,53.033332,66.62731872,13.59398672,7.710612,0.168634064,-7.541977936
ED06,mela,3.646761,0.094276094,-3.552484906,53.033332,88.72727273,35.69394073,7.710612,0,-7.710612
ED07,mela,3.646761,0.696610169,-2.950150831,53.033332,76.00338983,22.97005783,7.710612,1.016949153,-6.693662847
ED08,mela,3.646761,1.546374368,-2.100386632,53.033332,62.96795953,9.93462753,7.710612,0,-7.710612
IRC01,mela,3.646761,0.070826307,-3.575934693,53.033332,10.12647555,-42.90685645,7.710612,56.66104553,48.95043353
IRC02,mela,3.646761,2.410774411,-1.235986589,53.033332,1.607744108,-51.42558789,7.710612,0,-7.710612
IRC03,mela,3.646761,3.109612142,-0.537148858,53.033332,2.225969646,-50.80736235,7.710612,74.95798319,67.24737119
IRC04,mela,3.646761,1.504173623,-2.142587377,53.033332,2.388981636,-50.64435036,7.710612,23.98648649,16.27587449
IRC05,mela,3.646761,0.636824324,-3.009936676,53.033332,6.915540541,-46.11779146,7.710612,17.25888325,9.548271249
IRC06,mela,3.646761,1.944630872,-1.702130128,53.033332,2.926174497,-50.1071575,7.710612,18.41216216,10.70155016
IRC07,mela,3.646761,2.057823129,-1.588937871,53.033332,3.076530612,-49.95680139,7.710612,7.130730051,-0.579881949
OCP01,mela,3.646761,0.976311337,-2.670449663,53.033332,16.40947547,-36.62385653,7.710612,8.319185059,0.608573059
OCP02,mela,3.646761,3.893939394,0.247178394,53.033332,32.87710438,-20.15622762,7.710612,11.88455008,4.173938085
OCP03,mela,3.646761,1.586148649,-2.060612351,53.033332,16.74155405,-36.29177795,7.710612,10.77441077,3.063798774
PW01,mela,3.646761,4.533106961,0.886345961,53.033332,31.28862479,-21.74470721,7.710612,0,-7.710612
SA,mela,3.646761,0.184121622,-3.462639378,53.033332,87.49831081,34.46497881,7.710612,30.83475298,23.12414098
SemR01,mela,3.646761,2.498310811,-1.148450189,53.033332,32.9527027,-20.0806293,7.710612,13.17567568,5.465063676
H01-AST1,mela,3.646761,22.05059022,18.40382922,53.033332,11.35244519,-41.68088681,7.710612,0,-7.710612
H01-BEA2,mela,3.646761,8.383445946,4.736684946,53.033332,0,-53.033332,7.710612,19.86531987,12.15470787
H01-BGC1,mela,3.646761,6.721008403,3.074247403,53.033332,7.72605042,-45.30728158,7.710612,26.8907563,19.1801443
H01-CCH1,mela,3.646761,16.5,12.853239,53.033332,14.03209459,-39.00123741,7.710612,8.333333333,0.622721333
H01-FIR1,mela,3.646761,3.962837838,0.316076838,53.033332,13.1097973,-39.9235347,7.710612,30.74324324,23.03263124
H01-FLN1,mela,3.646761,5.076400679,1.429639679,53.033332,2.753820034,-50.27951197,7.710612,42.76094276,35.05033076
H01-FRE1,mela,3.646761,2.14770798,-1.49905302,53.033332,8.317487267,-44.71584473,7.710612,1.700680272,-6.009931728
H01-GAT1,mela,3.646761,0.178268251,-3.468492749,53.033332,8.312393888,-44.72093811,7.710612,0,-7.710612
H01-GSC1,mela,3.646761,6.217171717,2.570410717,53.033332,14.85185185,-38.18148015,7.710612,3.384094755,-4.326517245
H01-HFR1,mela,3.646761,23.3919598,19.7451988,53.033332,0,-53.033332,7.710612,10.96121417,3.250602165
H01-HIC1,mela,3.646761,17.07155026,13.42478926,53.033332,14.71720613,-38.31612587,7.710612,9.932659933,2.222047933
H01-HNP1,mela,3.646761,3.603040541,-0.043720459,53.033332,7.427364865,-45.60596714,7.710612,7.251264755,-0.459347245
H01-LTC1,mela,3.646761,7.76779661,4.12103561,53.033332,0,-53.033332,7.710612,5.008347245,-2.702264755
H01-OCC1,mela,3.646761,6.671717172,3.024956172,53.033332,33.88047138,-19.15286062,7.710612,9.966216216,2.255604216
H01-RHR1,mela,3.646761,5.520408163,1.873647163,53.033332,0.615646259,-52.41768574,7.710612,2.210884354,-5.499727646
H01-ROS1,mela,3.646761,12.27504244,8.62828144,53.033332,25.75891341,-27.27441859,7.710612,5.922165821,-1.788446179
H01-SPS1,mela,3.646761,13.57432432,9.92756332,53.033332,29.53885135,-23.49448065,7.710612,8.080808081,0.370196081
H01-TMC1,mela,3.646761,17.01178451,13.36502351,53.033332,11.0016835,-42.0316485,7.710612,19.59459459,11.88398259
H01-WAV1,mela,3.646761,1.18707483,-2.45968617,53.033332,5.469387755,-47.56394425,7.710612,12.56366723,4.853055233
H01-WTP1,mela,3.646761,3.459459459,-0.187301541,53.033332,0,-53.033332,7.710612,0,-7.710612
H01-WWD1,mela,3.646761,15.91370558,12.26694458,53.033332,0.165820643,-52.86751136,7.710612,4.222972973,-3.487639027
C01-SNP1,rony,27.650575,49.71875,22.068175,22.161146,5.3125,-16.848646,29.508402,28.125,-1.383402
C01-TPP1,rony,27.650575,20.405405,-7.24517,22.161146,29.081081,6.919935,29.508402,24.32432432,-5.184077676
C01-TPP2,rony,27.650575,58.473684,30.823109,22.161146,1.947368,-20.213778,29.508402,39.47368421,9.965282211
C02-MWP1,rony,27.650575,45.410256,17.759681,22.161146,8.461538,-13.699608,29.508402,20.51282051,-8.995581487
C02-SNP2,rony,27.650575,50.447368,22.796793,22.161146,8.710526,-13.45062,29.508402,13.15789474,-16.35050726
L01-BBP1,rony,27.650575,42.263158,14.612583,22.161146,2.657895,-19.503251,29.508402,13.15789474,-16.35050726
L01-RWA1,rony,27.650575,26.025641,-1.624934,22.161146,8.846154,-13.314992,29.508402,33.33333333,3.824931333
L02- BPP1,rony,27.650575,34.162162,6.511587,22.161146,0,-22.161146,29.508402,32.43243243,2.924030432
L03-BRP1,rony,27.650575,76.05,48.399425,22.161146,0,-22.161146,29.508402,0,-29.508402
L03-OBP1,rony,27.650575,2.783784,-24.866791,22.161146,32.351351,10.190205,29.508402,2.702702703,-26.8056993
L04-DEB1,rony,27.650575,16,-11.650575,22.161146,21.25,-0.911146,29.508402,25,-4.508402
L04-DEP1,rony,27.650575,46.621622,18.971047,22.161146,5.702703,-16.458443,29.508402,70.27027027,40.76186827
L04-DEP2,rony,27.650575,50.375,22.724425,22.161146,9.9,-12.261146,29.508402,37.5,7.991598
S01-BSP1,rony,27.650575,10.205128,-17.445447,22.161146,52.435897,30.274751,29.508402,25.64102564,-3.867376359
S01-GGP1,rony,27.650575,4.717949,-22.932626,22.161146,49.179487,27.018341,29.508402,0,-29.508402
S01-HFP1,rony,27.650575,12.111111,-15.539464,22.161146,59.555556,37.39441,29.508402,0,-29.508402
S01-HLP1,rony,27.650575,48.162162,20.511587,22.161146,10.432432,-11.728714,29.508402,48.64864865,19.14024665
S01-MHC1,rony,27.650575,33.72973,6.079155,22.161146,17.513514,-4.647632,29.508402,64.86486486,35.35646286
S02-GVP1,rony,27.650575,27.108108,-0.542467,22.161146,18.783784,-3.377362,29.508402,32.43243243,2.924030432
S02-GVP2,rony,27.650575,44.810811,17.160236,22.161146,0.756757,-21.404389,29.508402,45.94594595,16.43754395
S03-BDP1,rony,27.650575,65.948718,38.298143,22.161146,1.666667,-20.494479,29.508402,12.82051282,-16.68788918
S03-RIT1,rony,27.650575,20.789474,-6.861101,22.161146,17.657895,-4.503251,29.508402,42.10526316,12.59686116
S03-RIT2,rony,27.650575,19.27027,-8.380305,22.161146,7.27027,-14.890876,29.508402,29.72972973,0.22132773
MAR,wide,24.560859,63.435897,38.875038,23.488208,0,-23.488208,29.25688,0,-29.25688
DEC,wide,24.560859,0,-24.560859,23.488205,0.027778,-23.460427,29.25688,48.64864865,19.39176865
ASP,wide,24.560859,81.74359,57.182731,23.488202,0,-23.488202,29.25688,8.333333333,-20.92354667
BCP,wide,24.560859,53.189189,28.62833,23.488199,0.135135,-23.353064,29.25688,0,-29.25688
BKP,wide,24.560859,18.75,-5.810859,23.488196,1.472222,-22.015974,29.25688,0,-29.25688
BNP,wide,24.560859,39.275,14.714141,23.488193,0,-23.488193,29.25688,32.5,3.24312
BNP3,wide,24.560859,75.921053,51.360194,23.48819,0,-23.48819,29.25688,17.94871795,-11.30816205
BRG,wide,24.560859,34.725,10.164141,23.488187,9.425,-14.063187,29.25688,22.22222222,-7.034657778
CBP2,wide,24.560859,56.230769,31.66991,23.488184,0.615385,-22.872799,29.25688,39.47368421,10.21680421
CMP,wide,24.560859,41.138889,16.57803,23.488181,0.694444,-22.793737,29.25688,2.777777778,-26.47910222
CWP,wide,24.560859,38.894737,14.333878,23.488178,1.894737,-21.593441,29.25688,33.33333333,4.076453333
FLW,wide,24.560859,61.769231,37.208372,23.488175,1.589744,-21.898431,29.25688,2.5,-26.75688
FZS,wide,24.560859,4.575,-19.985859,23.488172,17.6,-5.888172,29.25688,10.81081081,-18.44606919
GLP,wide,24.560859,58.783784,34.222925,23.488169,1.162162,-22.326007,29.25688,76.92307692,47.66619692
JSC,wide,24.560859,23.333333,-1.227526,23.488166,0.153846,-23.33432,29.25688,74.35897436,45.10209436
LMC,wide,24.560859,43.692308,19.131449,23.488163,3.923077,-19.565086,29.25688,12.82051282,-16.43636718
LMR2,wide,24.560859,69.076923,44.516064,23.48816,1.974359,-21.513801,29.25688,5.128205128,-24.12867487
MRP,wide,24.560859,57.105263,32.544404,23.488157,4.184211,-19.303946,29.25688,71.05263158,41.79575158
RPL3,wide,24.560859,58.025641,33.464782,23.488154,2.25641,-21.231744,29.25688,30.76923077,1.512350769
RPW,wide,24.560859,25.815789,1.25493,23.488151,3.105263,-20.382888,29.25688,18.42105263,-10.83582737
RVC,wide,24.560859,0.74359,-23.817269,23.488148,22.794872,-0.693276,29.25688,69.23076923,39.97388923
SBP,wide,24.560859,29.352941,4.792082,23.488145,17.529412,-5.958733,29.25688,32.35294118,3.096061176
SLP,wide,24.560859,70.820513,46.259654,23.488142,0,-23.488142,29.25688,0,-29.25688
SMP,wide,24.560859,26.026316,1.465457,23.488139,3,-20.488139,29.25688,2.631578947,-26.62530105
SSL2,wide,24.560859,34.135135,9.574276,23.488136,5.216216,-18.27192,29.25688,18.91891892,-10.33796108
SSL3,wide,24.560859,56.230769,31.66991,23.488133,10.410256,-13.077877,29.25688,7.692307692,-21.56457231
WBC,wide,24.560859,18.179487,-6.381372,23.48813,43.512821,20.024691,29.25688,7.692307692,-21.56457231
WIDE-A08-GLP1,wide,24.560859,4.810811,-19.750048,23.488127,46.108108,22.619981,29.25688,18.91891892,-10.33796108
WIN2,wide,24.560859,81.567568,57.006709,23.488124,0,-23.488124,29.25688,0,-29.25688